order_id,order_date,User name,products,Total_Items,Total cost,Payment method,City,Store type,Discount_Applied,Customer_Category,Season,Promotion
1000268556,01/10/2021 11:19,Kevin Watts,"['Tissues', 'Cereal Bars', 'Dish Soap', 'Apple', 'Potatoes']",7,63.71,Cash,Los Angeles,Supermarket,FALSE,Homemaker,Fall,BOGO (Buy One Get One)
1000268559,07/12/2022 00:01,Travis Rice,"['Shampoo', 'Mustard', 'Dish Soap', 'Ice Cream', 'Hand Sanitizer']",7,52.8,Debit Card,Los Angeles,Department Store,FALSE,Middle-Aged,Spring,BOGO (Buy One Get One)
1000268562,10/05/2020 19:55,Lisa Baker,['Canned Soup'],7,68.77,Credit Card,Los Angeles,Pharmacy,TRUE,Homemaker,Summer,
1000268568,22/02/2021 11:15,Chad Clarke,"['Banana', 'Honey', 'Mop']",5,80.95,Cash,Los Angeles,Supermarket,FALSE,Professional,Summer,Discount on Selected Items
1000268577,30/06/2021 02:18,Eric Little,"['Soap', 'Broom', 'Trash Cans']",10,14.99,Mobile Payment,Los Angeles,Warehouse Club,FALSE,Middle-Aged,Fall,Discount on Selected Items
1000268581,30/08/2022 05:25,Kimberly Johnson,"['Hand Sanitizer', 'Garden Hose', 'Toothpaste']",3,23.32,Cash,Los Angeles,Warehouse Club,TRUE,Retiree,Fall,BOGO (Buy One Get One)
1000268593,15/06/2021 20:22,Christina Terry,"['Paper Towels', 'Milk', 'Shaving Cream', 'Insect Repellent']",3,38.14,Mobile Payment,Los Angeles,Specialty Store,TRUE,Young Adult,Fall,BOGO (Buy One Get One)
1000268603,25/05/2023 13:06,Nancy Patton,"['Ketchup', 'Mayonnaise', 'Baby Wipes']",1,67.87,Mobile Payment,Los Angeles,Pharmacy,TRUE,Student,Summer,BOGO (Buy One Get One)
1000268621,21/11/2021 00:23,Alexandra Moore,"['Trash Cans', 'Air Freshener', 'Hand Sanitizer', 'Extension Cords']",1,21.04,Credit Card,Los Angeles,Specialty Store,TRUE,Student,Winter,BOGO (Buy One Get One)
1000268632,22/11/2020 22:53,Amy Boyd,"['Ketchup', 'Chicken']",3,65.93,Credit Card,Los Angeles,Warehouse Club,TRUE,Middle-Aged,Winter,BOGO (Buy One Get One)
1000268636,08/08/2022 21:33,April Sullivan,"['Beef', 'Sponges', 'Shaving Cream']",9,22.43,Cash,Los Angeles,Department Store,FALSE,Homemaker,Summer,Discount on Selected Items
1000268638,27/06/2022 22:30,Kristin Ray,"['Syrup', 'Cleaning Rags']",7,35.45,Mobile Payment,Los Angeles,Pharmacy,TRUE,Student,Spring,Discount on Selected Items
1000268641,06/04/2023 20:44,Noah Schmidt,"['Shampoo', 'Banana', 'Peanut Butter', 'Cereal', 'Hair Gel']",1,49.96,Debit Card,Los Angeles,Warehouse Club,TRUE,Senior Citizen,Summer,BOGO (Buy One Get One)
1000268662,25/07/2021 19:27,Richard Lee,"['Dish Soap', 'Olive Oil', 'Rice', 'Syrup', 'Water']",8,61.5,Cash,Los Angeles,Pharmacy,FALSE,Middle-Aged,Summer,BOGO (Buy One Get One)
1000268689,18/11/2022 08:54,Renee Hayes,['Paper Towels'],10,9.25,Mobile Payment,Los Angeles,Supermarket,FALSE,Homemaker,Winter,Discount on Selected Items
1000268696,03/11/2023 01:03,Brenda Stephens,"['Bath Towels', 'Cheese', 'Chicken']",10,54.12,Cash,Los Angeles,Supermarket,TRUE,Retiree,Spring,
1000268701,23/11/2022 18:20,Crystal Benson,"['Ice Cream', 'Bath Towels', 'Chicken', 'Milk', 'Hair Gel']",2,93.7,Mobile Payment,Los Angeles,Pharmacy,FALSE,Student,Fall,
1000268702,04/01/2023 10:16,Craig Munoz,"['Tissues', 'Eggs', 'Pickles', 'Bath Towels', 'BBQ Sauce']",1,66.04,Debit Card,Los Angeles,Pharmacy,FALSE,Student,Winter,
1000268706,21/04/2020 08:40,Katherine Martin,"['Dishware', 'Mayonnaise', 'Pasta', 'Onions', 'Water']",1,92.68,Credit Card,Los Angeles,Convenience Store,TRUE,Professional,Spring,
1000268712,14/01/2023 19:43,Amy Guerra,"['Soap', 'Cleaning Rags', 'Shrimp']",10,53.42,Debit Card,Los Angeles,Warehouse Club,FALSE,Professional,Fall,BOGO (Buy One Get One)
1000268751,04/05/2020 14:59,Jason Allen,"['Sponges', 'Cleaning Rags', 'Laundry Detergent']",9,71.75,Cash,Los Angeles,Convenience Store,FALSE,Retiree,Winter,Discount on Selected Items
1000268752,15/11/2021 21:19,Terry Simon,['Spinach'],6,98.27,Cash,Los Angeles,Convenience Store,TRUE,Young Adult,Spring,Discount on Selected Items
1000268756,22/08/2022 14:39,Andrea Cameron,"['Eggs', 'Deodorant', 'Dishware']",6,8.42,Mobile Payment,Los Angeles,Supermarket,FALSE,Teenager,Winter,BOGO (Buy One Get One)
1000268760,17/04/2020 18:21,Jacqueline Wilkerson,"['Hair Gel', 'Bread', 'Onions']",3,60.63,Credit Card,Los Angeles,Specialty Store,TRUE,Retiree,Summer,
1000268761,26/01/2023 11:08,Shelly Davis,"['Yogurt', 'Laundry Detergent', 'Onions']",6,62.97,Credit Card,Los Angeles,Pharmacy,FALSE,Teenager,Winter,
1000268786,18/12/2020 23:14,Raymond Alvarado,"['Ketchup', 'Apple', 'Jam', 'Light Bulbs']",6,60.07,Cash,Los Angeles,Department Store,TRUE,Middle-Aged,Fall,BOGO (Buy One Get One)
1000268791,05/07/2023 14:42,Melissa Thompson,"['Ironing Board', 'Diapers', 'Pickles', 'Syrup', 'Cereal Bars']",9,50.64,Mobile Payment,Los Angeles,Department Store,FALSE,Teenager,Summer,Discount on Selected Items
1000268792,22/02/2023 10:08,Lacey Turner,"['Razors', 'Broom', 'Shrimp', 'Extension Cords', 'Shaving Cream']",3,28.91,Debit Card,Los Angeles,Pharmacy,FALSE,Young Adult,Winter,BOGO (Buy One Get One)
1000268798,12/05/2021 13:23,David Davis,"['Iron', 'Paper Towels', 'Orange', 'Soap']",6,92.07,Credit Card,Los Angeles,Department Store,TRUE,Homemaker,Fall,
1000268806,10/01/2020 19:10,Michael Watson,"['Extension Cords', 'Light Bulbs', 'Extension Cords', 'Vinegar', 'Toothpaste']",4,9.92,Mobile Payment,Los Angeles,Department Store,TRUE,Professional,Spring,Discount on Selected Items
1000268812,15/09/2023 19:13,Peggy Miranda,"['Soda', 'Tea', 'Mustard', 'Olive Oil', 'Hand Sanitizer']",8,42.34,Debit Card,Los Angeles,Convenience Store,FALSE,Retiree,Fall,Discount on Selected Items
1000268819,30/08/2020 08:35,Nancy Mata,"['Apple', 'Onions', 'Milk']",10,25.26,Debit Card,Los Angeles,Pharmacy,FALSE,Teenager,Winter,Discount on Selected Items
1000268826,09/10/2022 01:27,Jennifer Thompson,"['Ice Cream', 'Potatoes', 'Paper Towels']",1,32.36,Credit Card,Los Angeles,Specialty Store,TRUE,Young Adult,Spring,BOGO (Buy One Get One)
1000268836,05/02/2024 08:28,Donna Allen,['Shower Gel'],3,18.7,Mobile Payment,Los Angeles,Warehouse Club,TRUE,Retiree,Spring,BOGO (Buy One Get One)
1000268838,09/03/2020 18:25,Nina Williams,"['Jam', 'Ketchup']",8,77.74,Mobile Payment,Los Angeles,Warehouse Club,FALSE,Senior Citizen,Spring,Discount on Selected Items
1000268860,16/02/2023 21:08,Amanda Wright,['Light Bulbs'],6,51.38,Credit Card,Los Angeles,Supermarket,TRUE,Middle-Aged,Winter,BOGO (Buy One Get One)
1000268861,20/04/2020 16:58,Taylor Elliott DDS,['Shower Gel'],2,43.21,Mobile Payment,Los Angeles,Department Store,TRUE,Teenager,Summer,BOGO (Buy One Get One)
1000268879,07/03/2024 00:25,Mariah Stone,"['Diapers', 'Light Bulbs', 'Laundry Detergent', 'Mop', 'Extension Cords']",10,75.53,Credit Card,Los Angeles,Supermarket,FALSE,Professional,Fall,BOGO (Buy One Get One)
1000268886,22/02/2021 16:03,Samantha Taylor,['Chicken'],2,98.04,Mobile Payment,Los Angeles,Specialty Store,TRUE,Homemaker,Winter,
1000268905,12/07/2022 07:55,Robert Ferguson,"['Feminine Hygiene Products', 'Plant Fertilizer']",5,51.19,Mobile Payment,Los Angeles,Pharmacy,TRUE,Young Adult,Spring,
1000268930,10/10/2022 19:45,Sarah Brown,"['Mustard', 'Dustpan', 'Laundry Detergent', 'Cereal', 'Jam']",7,46.3,Mobile Payment,Los Angeles,Specialty Store,TRUE,Homemaker,Summer,Discount on Selected Items
1000268932,17/11/2022 05:06,Jonathan Flores,"['Honey', 'Orange', 'BBQ Sauce', 'Lawn Mower', 'Beef']",1,23.12,Mobile Payment,Los Angeles,Warehouse Club,TRUE,Middle-Aged,Fall,BOGO (Buy One Get One)
1000268933,20/09/2020 05:10,Calvin Herrera,['Mop'],7,58.69,Mobile Payment,Los Angeles,Convenience Store,TRUE,Homemaker,Spring,BOGO (Buy One Get One)
1000268962,02/08/2020 11:45,Angela White,"['Lawn Mower', 'Cleaning Rags', 'Insect Repellent', 'Shaving Cream', 'Apple']",9,93.31,Credit Card,Los Angeles,Convenience Store,FALSE,Young Adult,Spring,BOGO (Buy One Get One)
1000268965,29/08/2023 22:32,Jessica Crane,"['Air Freshener', 'Diapers', 'Lawn Mower', 'Plant Fertilizer', 'Lawn Mower']",9,30.51,Debit Card,Los Angeles,Supermarket,FALSE,Teenager,Summer,Discount on Selected Items
1000268974,06/03/2022 05:08,David George,"['Chicken', 'Potatoes']",8,35.96,Credit Card,Los Angeles,Department Store,FALSE,Retiree,Spring,Discount on Selected Items
1000268979,01/12/2020 19:25,Teresa Matthews,"['Dish Soap', 'Dish Soap', 'Milk', 'Carrots', 'Cleaning Spray']",2,55.41,Mobile Payment,Los Angeles,Pharmacy,TRUE,Homemaker,Fall,BOGO (Buy One Get One)
1000269005,09/02/2022 01:01,Donald Ewing,"['Extension Cords', 'Soap', 'Rice']",4,82.35,Cash,Los Angeles,Supermarket,TRUE,Senior Citizen,Summer,
1000269041,12/07/2022 03:31,Rebecca Brown,"['BBQ Sauce', 'Butter', 'Mop', 'Iron', 'Cleaning Spray']",7,43.29,Cash,Los Angeles,Specialty Store,TRUE,Teenager,Summer,BOGO (Buy One Get One)
1000269048,25/02/2021 17:54,Billy Ramirez,['Cleaning Spray'],9,12.74,Cash,Los Angeles,Department Store,FALSE,Middle-Aged,Spring,BOGO (Buy One Get One)
1000269059,19/12/2021 14:59,Phillip Crawford,['Pickles'],3,59.04,Mobile Payment,Los Angeles,Convenience Store,TRUE,Professional,Fall,Discount on Selected Items
1000269063,14/02/2020 18:35,Lisa Garrett,"['Canned Soup', 'Dustpan', 'Pancake Mix', 'Trash Bags']",2,41.35,Credit Card,Los Angeles,Supermarket,TRUE,Homemaker,Spring,BOGO (Buy One Get One)
1000269069,02/05/2023 12:24,Joshua Craig,"['Olive Oil', 'Baby Wipes']",6,88.83,Credit Card,Los Angeles,Convenience Store,FALSE,Young Adult,Fall,BOGO (Buy One Get One)
1000269084,14/09/2023 15:25,Jose Holland,"['Eggs', 'Pancake Mix']",2,31.15,Mobile Payment,Los Angeles,Convenience Store,FALSE,Senior Citizen,Spring,Discount on Selected Items
1000269090,18/02/2021 15:16,Jason Garrett,"['Peanut Butter', 'Dishware', 'Ice Cream']",6,45.64,Debit Card,Los Angeles,Warehouse Club,FALSE,Student,Winter,Discount on Selected Items
1000269092,03/03/2020 22:21,Geoffrey Galloway,['Shampoo'],7,17.16,Mobile Payment,Los Angeles,Specialty Store,TRUE,Young Adult,Summer,Discount on Selected Items
1000269095,05/01/2023 06:13,Philip Richardson,"['Coffee', 'Hair Gel', 'Shower Gel', 'Bath Towels', 'Hand Sanitizer']",6,19.79,Cash,Los Angeles,Department Store,FALSE,Teenager,Fall,
1000269100,18/03/2023 06:31,Andrew Taylor,['Cheese'],6,43.9,Debit Card,Los Angeles,Warehouse Club,FALSE,Teenager,Winter,
1000269102,28/07/2022 07:07,Kristin Wall,"['Insect Repellent', 'Paper Towels', 'Tissues', 'Syrup']",4,21.34,Mobile Payment,Los Angeles,Department Store,TRUE,Professional,Winter,BOGO (Buy One Get One)
1000269124,29/10/2020 12:24,Megan Acevedo,"['Soap', 'Carrots', 'Baby Wipes', 'Hand Sanitizer', 'Ice Cream']",9,36.58,Debit Card,Los Angeles,Pharmacy,FALSE,Senior Citizen,Summer,
1000269136,22/04/2024 09:04,Jesse Kirby,"['Canned Soup', 'Air Freshener']",1,55.56,Debit Card,Los Angeles,Pharmacy,FALSE,Senior Citizen,Fall,Discount on Selected Items
1000269141,28/01/2021 11:04,Melanie Jordan,['Soap'],7,16.29,Debit Card,Los Angeles,Pharmacy,TRUE,Professional,Spring,Discount on Selected Items
1000269147,31/07/2021 16:12,Robert Green,"['Razors', 'Shampoo', 'Plant Fertilizer', 'Cheese']",9,5.96,Cash,Los Angeles,Pharmacy,FALSE,Senior Citizen,Summer,Discount on Selected Items
1000269153,04/12/2020 16:33,Bruce Stewart,"['Insect Repellent', 'Toothpaste', 'Sponges', 'Ketchup']",3,55.46,Debit Card,Los Angeles,Specialty Store,FALSE,Professional,Winter,Discount on Selected Items
1000269154,04/03/2020 13:29,Tami Rodriguez,"['Syrup', 'Razors', 'Mustard', 'Bread', 'Rice']",3,65.38,Mobile Payment,Los Angeles,Pharmacy,TRUE,Teenager,Spring,BOGO (Buy One Get One)
1000269159,04/07/2022 14:22,Kathryn Jackson,"['Soda', 'Apple', 'Air Freshener', 'Tea', 'Cheese']",2,40.33,Cash,Los Angeles,Warehouse Club,TRUE,Student,Spring,
1000269189,12/02/2024 22:47,James Foster,"['Carrots', 'Bath Towels', 'Baby Wipes', 'Air Freshener', 'Garden Hose']",10,8.07,Credit Card,Los Angeles,Supermarket,FALSE,Homemaker,Spring,Discount on Selected Items
1000269192,25/06/2022 09:06,Stacey Trujillo,"['Carrots', 'Shower Gel', 'Spinach']",10,16.87,Credit Card,Los Angeles,Department Store,FALSE,Retiree,Winter,
1000269205,09/11/2023 15:43,Jennifer Craig,"['Tomatoes', 'Air Freshener', 'Apple']",7,40.38,Cash,Los Angeles,Department Store,FALSE,Teenager,Summer,BOGO (Buy One Get One)
1000269208,21/12/2020 13:53,Jonathan Morgan,"['Paper Towels', 'Sponges', 'Cereal Bars', 'Water']",9,90.25,Mobile Payment,Los Angeles,Supermarket,TRUE,Middle-Aged,Winter,BOGO (Buy One Get One)
1000269211,06/05/2020 15:14,Darren Gray,"['Cleaning Rags', 'Salmon']",8,12.1,Mobile Payment,Los Angeles,Pharmacy,FALSE,Student,Spring,
1000269229,03/10/2022 20:20,Alec Barber,"['Hand Sanitizer', 'Hand Sanitizer', 'Carrots', 'Pancake Mix']",2,18.3,Debit Card,Los Angeles,Convenience Store,TRUE,Young Adult,Spring,BOGO (Buy One Get One)
1000269233,17/09/2021 14:24,Peter Garcia PhD,"['Peanut Butter', 'Plant Fertilizer', 'Pickles']",4,51.17,Debit Card,Los Angeles,Convenience Store,FALSE,Senior Citizen,Spring,BOGO (Buy One Get One)
1000269235,27/03/2022 21:59,Stephanie Taylor,"['Deodorant', 'Soda', 'Banana']",8,14.05,Mobile Payment,Los Angeles,Department Store,FALSE,Young Adult,Fall,Discount on Selected Items
1000269243,06/12/2020 06:38,Christopher Fischer,"['Soap', 'Apple', 'Air Freshener']",9,81.48,Cash,Los Angeles,Specialty Store,FALSE,Student,Winter,BOGO (Buy One Get One)
1000269259,11/11/2021 02:23,Wendy Hamilton,"['Toothpaste', 'Cereal Bars', 'Mop']",4,50.27,Credit Card,Los Angeles,Supermarket,FALSE,Student,Spring,Discount on Selected Items
1000269267,30/08/2022 08:11,Dale Erickson,"['Razors', 'Soap', 'Razors']",2,37.33,Credit Card,Los Angeles,Supermarket,FALSE,Middle-Aged,Fall,BOGO (Buy One Get One)
1000269289,10/10/2021 06:11,Luis Torres,"['Apple', 'Jam', 'Jam', 'Air Freshener']",7,65.06,Debit Card,Los Angeles,Department Store,TRUE,Young Adult,Summer,Discount on Selected Items
1000269290,27/01/2022 22:23,Nicholas Chavez,"['Water', 'Banana', 'Ironing Board']",3,46.72,Debit Card,Los Angeles,Specialty Store,FALSE,Retiree,Winter,
1000269322,26/04/2021 07:24,Amanda Hinton,"['Broom', 'Mayonnaise', 'Razors']",9,20.67,Cash,Los Angeles,Supermarket,FALSE,Professional,Fall,BOGO (Buy One Get One)
1000269325,07/01/2022 11:32,Christopher Leach,['Rice'],3,24.14,Mobile Payment,Los Angeles,Warehouse Club,TRUE,Retiree,Fall,BOGO (Buy One Get One)
1000269330,22/10/2023 22:29,Melinda Franco,"['Shrimp', 'Cheese']",1,34.91,Credit Card,Los Angeles,Supermarket,FALSE,Student,Fall,Discount on Selected Items
1000269354,09/06/2022 06:41,Mr. Joseph Owens,['Mustard'],4,97.6,Cash,Los Angeles,Specialty Store,TRUE,Senior Citizen,Spring,
1000269373,17/06/2020 21:22,Daniel Hughes,"['Banana', 'Cleaning Rags', 'Bread']",3,63.25,Credit Card,Los Angeles,Pharmacy,TRUE,Homemaker,Summer,
1000269385,12/01/2020 10:29,Albert Hood,['Tea'],9,85.57,Cash,Los Angeles,Specialty Store,FALSE,Middle-Aged,Winter,
1000269396,09/02/2021 02:02,James Colon,"['Shampoo', 'Spinach']",1,80.75,Credit Card,Los Angeles,Warehouse Club,TRUE,Student,Winter,BOGO (Buy One Get One)
1000269403,05/11/2021 02:27,Matthew Romero,"['Soda', 'Pancake Mix', 'Carrots']",4,48.61,Mobile Payment,Los Angeles,Supermarket,FALSE,Teenager,Summer,BOGO (Buy One Get One)
1000269441,28/06/2021 17:32,Alexander Morton,"['Baby Wipes', 'Potatoes', 'Extension Cords', 'Light Bulbs']",4,75.77,Mobile Payment,Los Angeles,Warehouse Club,TRUE,Senior Citizen,Winter,
1000269442,06/04/2021 12:48,Carly Anderson,"['BBQ Sauce', 'Broom', 'BBQ Sauce', 'Honey']",9,38.94,Mobile Payment,Los Angeles,Supermarket,FALSE,Middle-Aged,Spring,
1000269449,10/11/2021 11:55,Karen Christian,"['Toothbrush', 'Laundry Detergent', 'Tomatoes', 'Bath Towels', 'Extension Cords']",10,69.63,Credit Card,Los Angeles,Convenience Store,TRUE,Teenager,Winter,Discount on Selected Items
1000269457,27/02/2021 09:12,Abigail Shannon,"['Cheese', 'BBQ Sauce', 'BBQ Sauce', 'Lawn Mower', 'Pickles']",3,97.82,Cash,Los Angeles,Pharmacy,TRUE,Retiree,Winter,
1000269475,30/07/2020 14:05,Denise Johnson,"['Chips', 'Vinegar']",9,38.31,Credit Card,Los Angeles,Supermarket,TRUE,Young Adult,Fall,
1000269509,12/07/2023 06:07,Mr. Jonathan Russell Jr.,['Vacuum Cleaner'],1,17.34,Cash,Los Angeles,Convenience Store,TRUE,Middle-Aged,Summer,BOGO (Buy One Get One)
1000269548,12/06/2022 12:37,Dawn Donovan,['Shrimp'],2,11.98,Cash,Los Angeles,Specialty Store,TRUE,Teenager,Winter,
1000269560,27/03/2021 18:21,Jonathan Leonard,['Shampoo'],9,62.25,Mobile Payment,Los Angeles,Warehouse Club,FALSE,Retiree,Fall,
1000269576,13/01/2022 20:54,Craig Reed,"['Laundry Detergent', 'Apple', 'Trash Cans']",6,53.96,Debit Card,Los Angeles,Convenience Store,FALSE,Senior Citizen,Winter,
1000269589,27/05/2023 21:44,David Jordan,"['Laundry Detergent', 'Pasta', 'Ironing Board', 'Bread']",4,34.88,Credit Card,Los Angeles,Specialty Store,FALSE,Young Adult,Spring,BOGO (Buy One Get One)
1000269595,21/11/2023 12:44,Renee Moore,['Coffee'],5,32.04,Debit Card,Los Angeles,Department Store,FALSE,Student,Winter,
1000269597,25/09/2022 20:29,Belinda Malone,"['Bath Towels', 'Dish Soap', 'Shower Gel', 'Olive Oil', 'BBQ Sauce']",9,49.51,Cash,Los Angeles,Department Store,TRUE,Senior Citizen,Spring,Discount on Selected Items
1000269609,08/12/2023 01:28,John Cowan,['Water'],8,64.89,Mobile Payment,Los Angeles,Supermarket,TRUE,Homemaker,Spring,BOGO (Buy One Get One)
1000269611,24/03/2024 05:13,Kenneth Lucas,"['Pickles', 'Shampoo']",7,28.59,Debit Card,Los Angeles,Warehouse Club,TRUE,Teenager,Summer,BOGO (Buy One Get One)
1000269632,06/09/2022 00:19,Cindy Baldwin,"['Tuna', 'Insect Repellent', 'Toothpaste', 'Jam', 'Milk']",6,89.71,Debit Card,Los Angeles,Specialty Store,FALSE,Senior Citizen,Fall,Discount on Selected Items
1000269641,14/08/2022 08:48,Christian Murray,['Syrup'],10,6.53,Mobile Payment,Los Angeles,Warehouse Club,FALSE,Teenager,Winter,
1000269646,27/09/2022 14:09,Kenneth Mcmahon,"['Canned Soup', 'Yogurt', 'Beef', 'Cleaning Spray', 'Hair Gel']",6,66.35,Credit Card,Los Angeles,Pharmacy,TRUE,Teenager,Fall,Discount on Selected Items
1000269678,21/07/2022 18:51,Pamela Page,"['Olive Oil', 'Syrup']",6,39.94,Mobile Payment,Los Angeles,Pharmacy,FALSE,Professional,Spring,BOGO (Buy One Get One)
1000269691,16/01/2021 00:34,Theresa Lane,"['Hand Sanitizer', 'Carrots', 'Ironing Board', 'Tissues', 'Toothpaste']",7,35.65,Mobile Payment,Los Angeles,Supermarket,TRUE,Student,Winter,Discount on Selected Items
1000269698,01/01/2023 12:59,Melanie Osborne,"['Laundry Detergent', 'Canned Soup', 'Cleaning Rags', 'Light Bulbs']",2,23.09,Debit Card,Los Angeles,Warehouse Club,TRUE,Teenager,Winter,BOGO (Buy One Get One)
1000269710,11/01/2023 12:42,Catherine Mosley,['Tea'],9,37.92,Debit Card,Los Angeles,Convenience Store,FALSE,Retiree,Fall,Discount on Selected Items
1000269734,18/09/2021 05:52,Lisa Green,"['Baby Wipes', 'Banana', 'Spinach']",4,54.95,Cash,Los Angeles,Specialty Store,TRUE,Retiree,Spring,Discount on Selected Items
1000269736,30/11/2022 16:49,Kimberly Ramos,['Deodorant'],9,35.47,Mobile Payment,Los Angeles,Warehouse Club,FALSE,Senior Citizen,Spring,
1000269741,22/12/2022 07:10,Jacqueline Moreno,['Tomatoes'],6,31.65,Cash,Los Angeles,Convenience Store,FALSE,Young Adult,Winter,
1000269743,04/09/2023 10:40,Michael Rowe,"['Spinach', 'Tuna', 'Vacuum Cleaner', 'Tomatoes']",2,40.79,Mobile Payment,Los Angeles,Supermarket,TRUE,Student,Summer,BOGO (Buy One Get One)
1000269748,16/10/2022 17:27,Tyler Lewis,"['Water', 'Canned Soup', 'Tomatoes', 'Chips', 'Chicken']",5,99.43,Cash,Los Angeles,Pharmacy,TRUE,Teenager,Spring,Discount on Selected Items
1000269757,09/04/2021 18:33,Amy Wilson,"['Potatoes', 'Light Bulbs']",2,49.8,Debit Card,Los Angeles,Specialty Store,TRUE,Homemaker,Fall,Discount on Selected Items
1000269767,28/11/2021 20:00,Juan Jones,['Hair Gel'],1,80.91,Cash,Los Angeles,Department Store,FALSE,Young Adult,Spring,Discount on Selected Items
1000269779,16/08/2023 19:08,Ronald Dodson,['Carrots'],4,18.32,Credit Card,Los Angeles,Pharmacy,TRUE,Student,Spring,
1000269789,11/07/2021 00:16,Brett James,['Razors'],3,53.2,Mobile Payment,Los Angeles,Supermarket,FALSE,Student,Spring,BOGO (Buy One Get One)
1000269793,14/06/2020 08:07,Natasha Carlson,"['Jam', 'Tea', 'Tissues', 'Cleaning Rags', 'Shrimp']",3,77.62,Mobile Payment,Los Angeles,Warehouse Club,TRUE,Professional,Summer,
1000269798,03/07/2022 09:09,Paula Cochran,"['Vinegar', 'Orange', 'Trash Bags']",6,28.91,Debit Card,Los Angeles,Department Store,FALSE,Young Adult,Summer,Discount on Selected Items
1000269817,20/03/2024 18:00,Angel Thomas,"['Broom', 'Trash Cans', 'Extension Cords', 'Salmon', 'Mop']",2,34.71,Mobile Payment,Los Angeles,Supermarket,TRUE,Professional,Fall,BOGO (Buy One Get One)
1000269821,05/06/2023 21:40,Mrs. Karen Oneal,"['Toothpaste', 'Cheese']",4,86.39,Mobile Payment,Los Angeles,Convenience Store,FALSE,Senior Citizen,Winter,BOGO (Buy One Get One)
1000269823,18/08/2022 05:08,Michael Harrison,"['Pasta', 'Spinach']",4,34.76,Credit Card,Los Angeles,Pharmacy,FALSE,Senior Citizen,Winter,
1000269847,04/03/2022 05:46,Tyrone Thompson,"['Razors', 'Trash Cans', 'Beef']",6,23.73,Debit Card,Los Angeles,Department Store,TRUE,Teenager,Winter,
1000269878,06/02/2021 11:38,Gregory Wheeler,"['Tea', 'Lawn Mower', 'Tissues', 'Feminine Hygiene Products', 'Chips']",2,23.84,Cash,Los Angeles,Convenience Store,FALSE,Young Adult,Summer,
1000269914,20/03/2022 10:35,Jennifer Nguyen,['Dustpan'],8,85.63,Mobile Payment,Los Angeles,Supermarket,TRUE,Middle-Aged,Summer,BOGO (Buy One Get One)
1000269929,13/01/2023 06:06,Isaac Harmon,['Tissues'],7,26.56,Cash,Los Angeles,Warehouse Club,TRUE,Student,Spring,BOGO (Buy One Get One)
1000269941,01/02/2024 08:10,Zoe Owens,"['Deodorant', 'Toothpaste']",2,99.3,Mobile Payment,Los Angeles,Convenience Store,TRUE,Senior Citizen,Winter,BOGO (Buy One Get One)
1000269956,19/02/2024 15:41,Bruce Thomas,"['Shower Gel', 'Beef', 'Milk']",4,52.99,Mobile Payment,Los Angeles,Specialty Store,FALSE,Student,Winter,
1000269978,01/05/2024 23:29,Kenneth Hunt,"['Paper Towels', 'Tissues']",8,12.63,Mobile Payment,Los Angeles,Specialty Store,FALSE,Professional,Fall,BOGO (Buy One Get One)
1000269979,18/10/2020 06:36,Matthew Delacruz,"['Yogurt', 'Toilet Paper', 'Trash Bags', 'Dish Soap', 'Trash Bags']",8,75.31,Debit Card,Los Angeles,Pharmacy,TRUE,Retiree,Summer,BOGO (Buy One Get One)
1000269995,22/04/2020 09:42,Gregory Holden,"['Tissues', 'Toothpaste']",1,61.83,Debit Card,Los Angeles,Pharmacy,TRUE,Student,Fall,
1000270014,28/11/2020 11:48,Tanya Harrison,"['Chips', 'Chips', 'Cereal', 'Hand Sanitizer']",7,60.41,Debit Card,Los Angeles,Department Store,FALSE,Senior Citizen,Spring,BOGO (Buy One Get One)
1000270031,08/01/2021 11:37,Dave Brown,"['Toilet Paper', 'Soda', 'Banana', 'Eggs']",9,39.44,Mobile Payment,Los Angeles,Supermarket,FALSE,Senior Citizen,Summer,Discount on Selected Items
1000270040,28/02/2021 23:54,Samantha Solis,"['Peanut Butter', 'Bread']",1,51.46,Credit Card,Los Angeles,Specialty Store,FALSE,Retiree,Fall,Discount on Selected Items
1000270049,08/01/2021 05:55,Martin David,['Soda'],4,76.37,Cash,Los Angeles,Specialty Store,TRUE,Professional,Spring,
1000270052,30/09/2023 18:15,Pamela Jones,"['Hair Gel', 'Cereal Bars']",2,21.89,Debit Card,Los Angeles,Supermarket,TRUE,Student,Winter,BOGO (Buy One Get One)
1000270059,24/04/2020 00:44,Laura Miller,"['Ketchup', 'Toothpaste', 'Orange']",5,32.57,Cash,Los Angeles,Supermarket,TRUE,Retiree,Spring,Discount on Selected Items
1000270068,21/01/2023 01:46,Judith Burton,"['Tomatoes', 'Salmon', 'Ironing Board', 'Syrup']",1,41.48,Cash,Los Angeles,Pharmacy,TRUE,Teenager,Fall,BOGO (Buy One Get One)
1000270071,18/02/2021 13:18,Shannon Davis,"['Peanut Butter', 'Apple', 'Butter', 'Chips', 'Cleaning Spray']",9,56.5,Mobile Payment,Los Angeles,Department Store,TRUE,Senior Citizen,Winter,BOGO (Buy One Get One)
1000270079,28/05/2020 10:17,Christopher Jimenez,['Dish Soap'],6,54.81,Mobile Payment,Los Angeles,Specialty Store,TRUE,Professional,Spring,BOGO (Buy One Get One)
